ID,Target_07_AUC,Target_90_AUC,Target_120_AUC,Target_07_LogLoss,Target_90_LogLoss,Target_120_LogLoss
ID_YSGK3Y,0.03304224693191833,0.012914342518804547,0.012910319356682479,0.03304224693191833,0.012914342518804547,0.012910319356682479
ID_RT29AK,0.03539986725573976,0.03127835436814851,0.03562637111270403,0.03539986725573976,0.03127835436814851,0.03562637111270403
ID_AUK2TM,0.24568673616241066,0.47524887976469676,0.5555652666676864,0.24568673616241066,0.47524887976469676,0.5555652666676864
ID_QZA91L,0.2530096057857112,0.49042018215391225,0.5378100602394635,0.2530096057857112,0.49042018215391225,0.5378100602394635
ID_CWTE3D,0.1283048517103158,0.3026446792694355,0.14304851769097254,0.1283048517103158,0.3026446792694355,0.14304851769097254
ID_E04V5D,0.03304224693191833,0.012921548157339665,0.012910319356682479,0.03304224693191833,0.012921548157339665,0.012910319356682479
ID_XTGV9Y,0.033452239981902436,0.016187380779637335,0.012963512228709438,0.033452239981902436,0.016187380779637335,0.012963512228709438
ID_ADLLTR,0.033452239981902436,0.016187380779637335,0.012963512228709438,0.033452239981902436,0.016187380779637335,0.012963512228709438
ID_938PPA,0.033452239981902436,0.016187380779637335,0.012963512228709438,0.033452239981902436,0.016187380779637335,0.012963512228709438
ID_68PA5Q,0.033452239981902436,0.016187380779637335,0.012963512228709438,0.033452239981902436,0.016187380779637335,0.012963512228709438
ID_EJJIM0,0.03334319785611282,0.026596361242779077,0.035694176908001536,0.03334319785611282,0.026596361242779077,0.035694176908001536
ID_9EEUE8,0.03539986725573976,0.031355276036496176,0.03507195756300287,0.03539986725573976,0.031355276036496176,0.03507195756300287
ID_EZ948R,0.16458230143978353,0.5190579546243977,0.7753816291312934,0.16458230143978353,0.5190579546243977,0.7753816291312934
ID_E0HFQZ,0.03304224693191833,0.012763534051448096,0.012794009247593966,0.03304224693191833,0.012763534051448096,0.012794009247593966
ID_KGXIB9,0.08137172811448441,0.051061748106416914,0.20364605635562855,0.08137172811448441,0.051061748106416914,0.20364605635562855
ID_ZXY6XK,0.03304224693191833,0.012914342518804547,0.012910319356682479,0.03304224693191833,0.012914342518804547,0.012910319356682479
ID_TEKWLH,0.03539986725573976,0.02998706732317329,0.03523840566567312,0.03539986725573976,0.02998706732317329,0.03523840566567312
ID_BWUBOA,0.03489857513348685,0.013361450038281755,0.012928674100087117,0.03489857513348685,0.013361450038281755,0.012928674100087117
ID_0KPGAQ,0.03489857513348685,0.014126452942065305,0.013411823627493848,0.03489857513348685,0.014126452942065305,0.013411823627493848
ID_3LJO3C,0.03334319785611282,0.027034233093831555,0.03573478963391323,0.03334319785611282,0.027034233093831555,0.03573478963391323
ID_WRG2RD,0.03334319785611282,0.026543930107862,0.03709018197138121,0.03334319785611282,0.026543930107862,0.03709018197138121
ID_4K4IHE,0.03304224693191833,0.013061783380615226,0.012522246369826982,0.03304224693191833,0.013061783380615226,0.012522246369826982
ID_U9Z9PF,0.033452239981902436,0.0160299132920868,0.012963512228709438,0.033452239981902436,0.0160299132920868,0.012963512228709438
ID_HX6A7Q,0.24568673616241066,0.4726501716993707,0.5555652666676864,0.24568673616241066,0.4726501716993707,0.5555652666676864
ID_CB9JIH,0.1242645112748185,0.3346108173467118,0.1771758335530178,0.1242645112748185,0.3346108173467118,0.1771758335530178
ID_HP3OJC,0.1242645112748185,0.33161427812498356,0.1771758335530178,0.1242645112748185,0.33161427812498356,0.1771758335530178
ID_15CTIR,0.24568673616241066,0.4744414552539472,0.5495268944044325,0.24568673616241066,0.4744414552539472,0.5495268944044325
ID_A7QLXN,0.03334319785611282,0.02845589188311397,0.03445528143137638,0.03334319785611282,0.02845589188311397,0.03445528143137638
ID_97B102,0.07886674490144649,0.10630908423275616,0.37569658028882114,0.07886674490144649,0.10630908423275616,0.37569658028882114
ID_2JV0A5,0.4608100345859228,0.42428725060381134,0.3884981350632376,0.4608100345859228,0.42428725060381134,0.3884981350632376
ID_4BHS4D,0.08794166167031017,0.05920327340242551,0.2053318838786002,0.08794166167031017,0.05920327340242551,0.2053318838786002
ID_475FQ7,0.03334319785611282,0.02703276654001061,0.03513976335830037,0.03334319785611282,0.02703276654001061,0.03513976335830037
ID_OOU6SR,0.03334319785611282,0.026596361242779077,0.035694176908001536,0.03334319785611282,0.026596361242779077,0.035694176908001536
ID_K9F2L9,0.03334319785611282,0.0271333933682172,0.03417647998306637,0.03334319785611282,0.0271333933682172,0.03417647998306637
ID_HVXRWN,0.08794166167031017,0.05920327340242551,0.2053318838786002,0.08794166167031017,0.05920327340242551,0.2053318838786002
ID_OD84X2,0.1242645112748185,0.33161427812498356,0.1771758335530178,0.1242645112748185,0.33161427812498356,0.1771758335530178
ID_S015G9,0.03304224693191833,0.012921548157339665,0.012910319356682479,0.03304224693191833,0.012921548157339665,0.012910319356682479
ID_SV5TAT,0.22200700238628937,0.37806262379794864,0.5277921136104178,0.22200700238628937,0.37806262379794864,0.5277921136104178
ID_CDCTHP,0.03334319785611282,0.026543930107862,0.03709018197138121,0.03334319785611282,0.026543930107862,0.03709018197138121
ID_AROTJX,0.03489857513348685,0.013722383987993064,0.01297792830070322,0.03489857513348685,0.013722383987993064,0.01297792830070322
ID_EHAJ1K,0.372950759385124,0.8948594803105477,0.9243061604288618,0.372950759385124,0.8948594803105477,0.9243061604288618
ID_IEX25G,0.03334319785611282,0.027034233093831555,0.03573478963391323,0.03334319785611282,0.027034233093831555,0.03573478963391323
ID_W88WIY,0.03539986725573976,0.031457298983394,0.03663239003125305,0.03539986725573976,0.031457298983394,0.03663239003125305
ID_J6RJJ3,0.1242645112748185,0.33161427812498356,0.1771758335530178,0.1242645112748185,0.33161427812498356,0.1771758335530178
ID_HXXXEO,0.03334319785611282,0.026596361242779077,0.035694176908001536,0.03334319785611282,0.026596361242779077,0.035694176908001536
ID_X4RW56,0.09889283653831592,0.13003054778703554,0.3837366275562424,0.09889283653831592,0.13003054778703554,0.3837366275562424
ID_R34IVE,0.41386213609076355,0.34215330875277444,0.31615630458452465,0.41386213609076355,0.34215330875277444,0.31615630458452465
ID_42HTPO,0.037308961323675977,0.019586025841572173,0.05045729780982518,0.037308961323675977,0.019586025841572173,0.05045729780982518
ID_S29RDB,0.03304224693191833,0.012914342518804547,0.012910319356682479,0.03304224693191833,0.012914342518804547,0.012910319356682479
ID_D92BW9,0.03334319785611282,0.026596361242779077,0.035694176908001536,0.03334319785611282,0.026596361242779077,0.035694176908001536
ID_LM303R,0.033452239981902436,0.016062301852172438,0.012708209189072702,0.033452239981902436,0.016062301852172438,0.012708209189072702
ID_9D1349,0.08137172811448441,0.051061748106416914,0.20364605635562855,0.08137172811448441,0.051061748106416914,0.20364605635562855
ID_YXYTNR,0.09889283653831592,0.1351947843271093,0.3837366275562424,0.09889283653831592,0.1351947843271093,0.3837366275562424
ID_LGBT94,0.1242645112748185,0.33161427812498356,0.1771758335530178,0.1242645112748185,0.33161427812498356,0.1771758335530178
ID_F5D4F1,0.03304224693191833,0.012921548157339665,0.012910319356682479,0.03304224693191833,0.012921548157339665,0.012910319356682479
ID_LCRAB6,0.07584831650584006,0.03961535251655391,0.18842401820318347,0.07584831650584006,0.03961535251655391,0.18842401820318347
ID_2S8CNZ,0.03489857513348685,0.013354394794112566,0.01393341381412995,0.03489857513348685,0.013354394794112566,0.01393341381412995
ID_1SGSZE,0.03304224693191833,0.012919555587958525,0.01297792830070322,0.03304224693191833,0.012919555587958525,0.01297792830070322
ID_KKBQQS,0.2617274901519241,0.6812276104463543,0.6956959425994764,0.2617274901519241,0.6812276104463543,0.6956959425994764
ID_XMDQ0Y,0.033405010150043886,0.01004990197839889,0.015179557795438836,0.033405010150043886,0.01004990197839889,0.015179557795438836
ID_J1LSS5,0.033405010150043886,0.01004990197839889,0.014864614610149372,0.033405010150043886,0.01004990197839889,0.014864614610149372
ID_UKASHO,0.033405010150043886,0.01004221946671079,0.01492618641401673,0.033405010150043886,0.01004221946671079,0.01492618641401673
ID_3RTT5L,0.8520553499958115,0.4653538430944979,0.4406295408569179,0.8520553499958115,0.4653538430944979,0.4406295408569179
ID_HWGAEQ,0.033405010150043886,0.010110340441917349,0.014685923723207183,0.033405010150043886,0.010110340441917349,0.014685923723207183
ID_U0LN1Z,0.827838072918606,0.5035195123062295,0.4275232621876935,0.827838072918606,0.5035195123062295,0.4275232621876935
ID_XCBXS7,0.8383640031862407,0.4635417573410289,0.4147586062306531,0.8383640031862407,0.4635417573410289,0.4147586062306531
ID_YFDC0M,0.033405010150043886,0.010189269811420421,0.01500764760092412,0.033405010150043886,0.010189269811420421,0.01500764760092412
ID_RCNWC6,0.8509020837152987,0.49625188536717035,0.4680030862524383,0.8509020837152987,0.49625188536717035,0.4680030862524383
ID_671WLE,0.8413351943217932,0.4630996759986323,0.4295529126792182,0.8413351943217932,0.4630996759986323,0.4295529126792182
ID_JXJ5V1,0.03348094749448393,0.01054661962821812,0.015320489691452515,0.03348094749448393,0.01054661962821812,0.015320489691452515
ID_QMT9FM,0.8516455473692386,0.4899651660010228,0.4680030862524383,0.8516455473692386,0.4899651660010228,0.4680030862524383
ID_VUL81Z,0.03348094749448393,0.012576410841752962,0.016147984800033703,0.03348094749448393,0.012576410841752962,0.016147984800033703
ID_MRZSZ3,0.03348094749448393,0.010695364240925716,0.015252903397553233,0.03348094749448393,0.010695364240925716,0.015252903397553233
ID_8HVUID,0.033405010150043886,0.010695747707929918,0.01500764760092412,0.033405010150043886,0.010695747707929918,0.01500764760092412
ID_3410TA,0.03348094749448393,0.01061614342241184,0.014754132145196913,0.03348094749448393,0.01061614342241184,0.014754132145196913
ID_ETZB50,0.033405010150043886,0.009977911531540436,0.014435171224251551,0.033405010150043886,0.009977911531540436,0.014435171224251551
ID_C19QG9,0.033405010150043886,0.010110340441917349,0.014685923723207183,0.033405010150043886,0.010110340441917349,0.014685923723207183
ID_L44KDR,0.033405010150043886,0.009977911531540436,0.014685923723207183,0.033405010150043886,0.009977911531540436,0.014685923723207183
ID_4DI6LA,0.033405010150043886,0.009977911531540436,0.014982103067611953,0.033405010150043886,0.009977911531540436,0.014982103067611953
ID_MLY1IW,0.033405010150043886,0.010126288360861962,0.014933272903062947,0.033405010150043886,0.010126288360861962,0.014933272903062947
ID_93HGEN,0.8412767779051082,0.5518129828560012,0.45853540627462136,0.8412767779051082,0.5518129828560012,0.45853540627462136
ID_LIHISF,0.03348094749448393,0.011185624676685133,0.015481017045658406,0.03348094749448393,0.011185624676685133,0.015481017045658406
ID_WE6D86,0.033405010150043886,0.009977911531540436,0.014722018189366732,0.033405010150043886,0.009977911531540436,0.014722018189366732
ID_GPFY9L,0.03348094749448393,0.0114319169233737,0.015464007426771132,0.03348094749448393,0.0114319169233737,0.015464007426771132
ID_RODTO0,0.033405010150043886,0.01004990197839889,0.014864614610149372,0.033405010150043886,0.01004990197839889,0.014864614610149372
ID_RX87BE,0.033405010150043886,0.010110340441917349,0.014685923723207183,0.033405010150043886,0.010110340441917349,0.014685923723207183
ID_38DTWE,0.03348094749448393,0.011258412849416947,0.015639380917425522,0.03348094749448393,0.011258412849416947,0.015639380917425522
ID_OZURHC,0.03593086477113482,0.01179191223958667,0.018248053677207624,0.03593086477113482,0.01179191223958667,0.018248053677207624
ID_C837CJ,0.033405010150043886,0.009909790556333873,0.015243988265435233,0.033405010150043886,0.009909790556333873,0.015243988265435233
ID_P91IX6,0.033405010150043886,0.010110340441917349,0.014685923723207183,0.033405010150043886,0.010110340441917349,0.014685923723207183
ID_8NF6B2,0.033405010150043886,0.01004990197839889,0.014603382287552168,0.033405010150043886,0.01004990197839889,0.014603382287552168
ID_4TNPPX,0.03348094749448393,0.011294125510909511,0.015131833236787396,0.03348094749448393,0.011294125510909511,0.015131833236787396
ID_B3KWIH,0.033405010150043886,0.009977911531540436,0.014685923723207183,0.033405010150043886,0.009977911531540436,0.014685923723207183
ID_SG931P,0.033405010150043886,0.010058167385655403,0.01519355872159249,0.033405010150043886,0.010058167385655403,0.01519355872159249
ID_BEPICH,0.033405010150043886,0.010475132643549954,0.014685923723207183,0.033405010150043886,0.010475132643549954,0.014685923723207183
ID_08XJFG,0.033405010150043886,0.010058167385655403,0.01519355872159249,0.033405010150043886,0.010058167385655403,0.01519355872159249
ID_D3YDST,0.03348094749448393,0.011862451738953329,0.016845506133260787,0.03348094749448393,0.011862451738953329,0.016845506133260787
ID_I6YHZD,0.03348094749448393,0.011362393129179985,0.015718258266941745,0.03348094749448393,0.011362393129179985,0.015718258266941745
ID_85J874,0.033405010150043886,0.010058167385655403,0.015536775391527155,0.033405010150043886,0.010058167385655403,0.015536775391527155
ID_VQEIBY,0.033405010150043886,0.010058167385655403,0.01519355872159249,0.033405010150043886,0.010058167385655403,0.01519355872159249
ID_0JQSZK,0.033405010150043886,0.010615753975702642,0.014808140345370343,0.033405010150043886,0.010615753975702642,0.014808140345370343
ID_JIDZNT,0.033405010150043886,0.010050493605517765,0.015054968834467731,0.033405010150043886,0.010050493605517765,0.015054968834467731
ID_15PDE4,0.03348094749448393,0.012117831925448873,0.016222395218816788,0.03348094749448393,0.012117831925448873,0.016222395218816788
ID_PKN25B,0.03379013078599846,0.010524901450893442,0.013270396386979869,0.03379013078599846,0.010524901450893442,0.013270396386979869
ID_D5RQPV,0.036494213078809255,0.012157471690611606,0.01884125595388171,0.036494213078809255,0.012157471690611606,0.01884125595388171
ID_0QRDVL,0.033405010150043886,0.01048083366470557,0.015224900514792849,0.033405010150043886,0.01048083366470557,0.015224900514792849
ID_LCBLI1,0.03379013078599846,0.011155551585544415,0.013270396386979869,0.03379013078599846,0.011155551585544415,0.013270396386979869
ID_RC9RKR,0.03377911239631651,0.01201935875789269,0.01838678463560509,0.03377911239631651,0.01201935875789269,0.01838678463560509
ID_HFEO8Z,0.033405010150043886,0.010749539666132249,0.015613559669609502,0.033405010150043886,0.010749539666132249,0.015613559669609502
ID_EFQEXF,0.03377911239631651,0.012016748921219539,0.018000840542301336,0.03377911239631651,0.012016748921219539,0.018000840542301336
ID_9UK4KJ,0.03379013078599846,0.011663039753707324,0.013270396386979869,0.03379013078599846,0.011663039753707324,0.013270396386979869
ID_VEMXQ2,0.03379013078599846,0.01102069208480125,0.013384599000830544,0.03379013078599846,0.01102069208480125,0.013384599000830544
ID_VGN8QR,0.03379013078599846,0.011663039753707324,0.013270396386979869,0.03379013078599846,0.011663039753707324,0.013270396386979869
ID_04QBJK,0.033405010150043886,0.010954342497147197,0.015334224400517868,0.033405010150043886,0.010954342497147197,0.015334224400517868
ID_M6902J,0.033405010150043886,0.010572085177220324,0.015685250945792782,0.033405010150043886,0.010572085177220324,0.015685250945792782
ID_5662X6,0.03377911239631651,0.012688036177344385,0.01838678463560509,0.03377911239631651,0.012688036177344385,0.01838678463560509
ID_EMVPFU,0.03379013078599846,0.010524901450893442,0.013270396386979869,0.03379013078599846,0.010524901450893442,0.013270396386979869
ID_7KALEL,0.07350998686197775,0.06774046321329322,0.15605431858203783,0.07350998686197775,0.06774046321329322,0.15605431858203783
ID_8APH0Q,0.03379013078599846,0.010904411966602223,0.013134076382823117,0.03379013078599846,0.010904411966602223,0.013134076382823117
ID_KR985R,0.03379013078599846,0.011024227740284694,0.013270396386979869,0.03379013078599846,0.011024227740284694,0.013270396386979869
ID_87YV3I,0.03379013078599846,0.011024227740284694,0.013270396386979869,0.03379013078599846,0.011024227740284694,0.013270396386979869
ID_TR8ASA,0.033405010150043886,0.010749539666132249,0.015613559669609502,0.033405010150043886,0.010749539666132249,0.015613559669609502
ID_MCNRLY,0.03379013078599846,0.010518574452860793,0.013918319588490305,0.03379013078599846,0.010518574452860793,0.013918319588490305
ID_U2C1OY,0.03379013078599846,0.01102069208480125,0.013384599000830544,0.03379013078599846,0.01102069208480125,0.013384599000830544
ID_02VC5B,0.033405010150043886,0.010749539666132249,0.015224900514792849,0.033405010150043886,0.010749539666132249,0.015224900514792849
ID_IMR2O6,0.03379013078599846,0.010524901450893442,0.013270396386979869,0.03379013078599846,0.010524901450893442,0.013270396386979869
ID_11U5X3,0.033405010150043886,0.01048083366470557,0.015224900514792849,0.033405010150043886,0.01048083366470557,0.015224900514792849
ID_BWQ4QE,0.03379013078599846,0.010524901450893442,0.013270396386979869,0.03379013078599846,0.010524901450893442,0.013270396386979869
ID_LMJQO0,0.033405010150043886,0.01048083366470557,0.015224900514792849,0.033405010150043886,0.01048083366470557,0.015224900514792849
ID_J8X1JQ,0.03379013078599846,0.011024227740284694,0.013270396386979869,0.03379013078599846,0.011024227740284694,0.013270396386979869
ID_IVOGMZ,0.06935042133104466,0.07285137627075372,0.17180513840798065,0.06935042133104466,0.07285137627075372,0.17180513840798065
ID_Z9OCJD,0.03379013078599846,0.011024227740284694,0.013270396386979869,0.03379013078599846,0.011024227740284694,0.013270396386979869
ID_W22JQT,0.03379013078599846,0.01102069208480125,0.013384599000830544,0.03379013078599846,0.01102069208480125,0.013384599000830544
ID_JG6KVB,0.03379013078599846,0.010524901450893442,0.013270396386979869,0.03379013078599846,0.010524901450893442,0.013270396386979869
ID_IRIQ9N,0.06538202860312395,0.09491653599352974,0.20816967683621349,0.06538202860312395,0.09491653599352974,0.20816967683621349
ID_O059B0,0.033405010150043886,0.010749539666132249,0.015224900514792849,0.033405010150043886,0.010749539666132249,0.015224900514792849
ID_CTIZD5,0.033405010150043886,0.011259925970519061,0.015224900514792849,0.033405010150043886,0.011259925970519061,0.015224900514792849
ID_ZIXA8E,0.03379013078599846,0.010524901450893442,0.013270396386979869,0.03379013078599846,0.010524901450893442,0.013270396386979869
ID_NB1NLU,0.033405010150043886,0.011010595766745804,0.0160998090369122,0.033405010150043886,0.011010595766745804,0.0160998090369122
ID_U6ULCZ,0.03379013078599846,0.010524901450893442,0.013270396386979869,0.03379013078599846,0.010524901450893442,0.013270396386979869
ID_QSX3RO,0.06538202860312395,0.1005759845657884,0.20907782732297983,0.06538202860312395,0.1005759845657884,0.20907782732297983
ID_1UA6WQ,0.07051432743337911,0.016870548981399988,0.06638136316007844,0.07051432743337911,0.016870548981399988,0.06638136316007844
ID_XPSO6B,0.03379013078599846,0.01102069208480125,0.013384599000830544,0.03379013078599846,0.01102069208480125,0.013384599000830544
ID_2ZQ7PC,0.033405010150043886,0.010361808834203744,0.015548116808705666,0.033405010150043886,0.010361808834203744,0.015548116808705666
ID_WDF4T1,0.03379013078599846,0.010524901450893442,0.013270396386979869,0.03379013078599846,0.010524901450893442,0.013270396386979869
ID_P6V6NH,0.03377911239631651,0.01201935875789269,0.01838678463560509,0.03377911239631651,0.01201935875789269,0.01838678463560509
ID_224AL4,0.03379013078599846,0.01102069208480125,0.013384599000830544,0.03379013078599846,0.01102069208480125,0.013384599000830544
ID_BOJ8C6,0.03377911239631651,0.011532124640023296,0.015685250945792782,0.03377911239631651,0.011532124640023296,0.015685250945792782
ID_FHTL2A,0.03379013078599846,0.011663039753707324,0.013270396386979869,0.03379013078599846,0.011663039753707324,0.013270396386979869
ID_4JT5BR,0.033405010150043886,0.010982167080140253,0.015224900514792849,0.033405010150043886,0.010982167080140253,0.015224900514792849
ID_3JRM7J,0.03379013078599846,0.011024227740284694,0.013270396386979869,0.03379013078599846,0.011024227740284694,0.013270396386979869
ID_QCP4DY,0.033405010150043886,0.010026219031250887,0.011969200287899951,0.033405010150043886,0.010026219031250887,0.011969200287899951
ID_N9NVTY,0.037049582638992856,0.01600820598537273,0.031065338198690767,0.037049582638992856,0.01600820598537273,0.031065338198690767
ID_L8NEX2,0.033405010150043886,0.010749539666132249,0.015224900514792849,0.033405010150043886,0.010749539666132249,0.015224900514792849
ID_V0ITZI,0.03379013078599846,0.01102069208480125,0.013384599000830544,0.03379013078599846,0.01102069208480125,0.013384599000830544
ID_U810NE,0.033405010150043886,0.010749539666132249,0.015224900514792849,0.033405010150043886,0.010749539666132249,0.015224900514792849
ID_T7IUG7,0.033405010150043886,0.01048083366470557,0.015224900514792849,0.033405010150043886,0.01048083366470557,0.015224900514792849
ID_P2HPA7,0.033405010150043886,0.010749539666132249,0.015224900514792849,0.033405010150043886,0.010749539666132249,0.015224900514792849
ID_7HCA07,0.03377911239631651,0.013158810128363951,0.032318789859246945,0.03377911239631651,0.013158810128363951,0.032318789859246945
ID_H1MCDH,0.03379013078599846,0.010524901450893442,0.013270396386979869,0.03379013078599846,0.010524901450893442,0.013270396386979869
ID_JAGL6N,0.03379013078599846,0.01102069208480125,0.013384599000830544,0.03379013078599846,0.01102069208480125,0.013384599000830544
ID_Q07G0X,0.033405010150043886,0.010418321562979378,0.015290434595501988,0.033405010150043886,0.010418321562979378,0.015290434595501988
ID_GFGBJP,0.03348094749448393,0.011853372176631427,0.015127126004410246,0.03348094749448393,0.011853372176631427,0.015127126004410246
ID_CCCZIE,0.033405010150043886,0.010297718012058999,0.01377389626179545,0.033405010150043886,0.010297718012058999,0.01377389626179545
ID_590HV5,0.033405010150043886,0.010681848891883542,0.015008168850493907,0.033405010150043886,0.010681848891883542,0.015008168850493907
ID_3V4E7G,0.033405010150043886,0.010525588569505346,0.014392899370437473,0.033405010150043886,0.010525588569505346,0.014392899370437473
ID_GIQVVF,0.033405010150043886,0.01056918781934422,0.013867762923538782,0.033405010150043886,0.01056918781934422,0.013867762923538782
ID_QLQOL2,0.033405010150043886,0.010297718012058999,0.013633180437016874,0.033405010150043886,0.010297718012058999,0.013633180437016874
ID_0CE2HK,0.03348094749448393,0.01162792587400463,0.014747623091806038,0.03348094749448393,0.01162792587400463,0.014747623091806038
ID_QG2TA1,0.03348094749448393,0.011728840737421605,0.015535345038438736,0.03348094749448393,0.011728840737421605,0.015535345038438736
ID_06I476,0.03377911239631651,0.01086556647814578,0.014718442494648116,0.03377911239631651,0.01086556647814578,0.014718442494648116
ID_MJ1FKS,0.03377911239631651,0.011748014082549371,0.015085947699896999,0.03377911239631651,0.011748014082549371,0.015085947699896999
ID_CVPRQL,0.033405010150043886,0.010276251730336538,0.014094682811235713,0.033405010150043886,0.010276251730336538,0.014094682811235713
ID_SZV3JP,0.03348094749448393,0.011375883994840824,0.016017712661934136,0.03348094749448393,0.011375883994840824,0.016017712661934136
ID_97O1LE,0.03348094749448393,0.011737852792075367,0.014046173005574055,0.03348094749448393,0.011737852792075367,0.014046173005574055
ID_DXPTCG,0.033405010150043886,0.010276251730336538,0.013940359718148042,0.033405010150043886,0.010276251730336538,0.013940359718148042
ID_VP7MWU,0.033405010150043886,0.010344372705543097,0.013701470309806587,0.033405010150043886,0.010344372705543097,0.013701470309806587
ID_YI13PR,0.033405010150043886,0.010630384823724326,0.014835041743711155,0.033405010150043886,0.010630384823724326,0.014835041743711155
ID_GKSEUX,0.033405010150043886,0.010213086300581004,0.015008168850493907,0.033405010150043886,0.010213086300581004,0.015008168850493907
ID_2JDZDR,0.033405010150043886,0.010527643468854805,0.01494815388215901,0.033405010150043886,0.010527643468854805,0.01494815388215901
ID_ESCEIY,0.03348094749448393,0.01159870479995346,0.018271262893149936,0.03348094749448393,0.01159870479995346,0.018271262893149936
ID_7YX6BJ,0.033405010150043886,0.010488729875924625,0.0143152128028326,0.033405010150043886,0.010488729875924625,0.0143152128028326
ID_K1MSGS,0.033405010150043886,0.010536909687922924,0.01397587487261606,0.033405010150043886,0.010536909687922924,0.01397587487261606
ID_HACR8W,0.033405010150043886,0.010681848891883542,0.015008168850493907,0.033405010150043886,0.010681848891883542,0.015008168850493907
ID_7IAGGB,0.033405010150043886,0.010613727916676982,0.01527476604572731,0.033405010150043886,0.010613727916676982,0.01527476604572731
ID_K1P3J8,0.03348094749448393,0.012535539522479352,0.017893668681882014,0.03348094749448393,0.012535539522479352,0.017893668681882014
ID_GHJU0P,0.03348094749448393,0.01137182260251101,0.014178435865243713,0.03348094749448393,0.01137182260251101,0.014178435865243713
ID_QB2VOQ,0.033405010150043886,0.009934787596285405,0.01476400161411184,0.033405010150043886,0.009934787596285405,0.01476400161411184
ID_917FV8,0.033405010150043886,0.01056918781934422,0.013867762923538782,0.033405010150043886,0.01056918781934422,0.013867762923538782
ID_XW1VHF,0.033405010150043886,0.010276251730336538,0.013940359718148042,0.033405010150043886,0.010276251730336538,0.013940359718148042
ID_UK4G6M,0.033405010150043886,0.0105395490298319,0.015360178770260064,0.033405010150043886,0.0105395490298319,0.015360178770260064
ID_BIPA8U,0.033405010150043886,0.010698505798930886,0.014281676917108053,0.033405010150043886,0.010698505798930886,0.014281676917108053
ID_Z3YZCX,0.033405010150043886,0.010681848891883542,0.015008168850493907,0.033405010150043886,0.010681848891883542,0.015008168850493907
