ID,Target_07_AUC,Target_07_LogLoss,Target_90_AUC,Target_90_LogLoss,Target_120_AUC,Target_120_LogLoss,Target_AUC,Target_LogLoss
ID_68PA5Q,0.024079788482056087,0.024079788482056087,0.011775806887461947,0.011775806887461947,0.013551364114837015,0.013551364114837015,0.024079788482056087,0.024079788482056087
ID_EJJIM0,0.024079788482056087,0.024079788482056087,0.010859344993984263,0.010859344993984263,0.012540011094231193,0.012540011094231193,0.024079788482056087,0.024079788482056087
ID_9EEUE8,0.024079788482056087,0.024079788482056087,0.010913143220597978,0.010913143220597978,0.012533841216236782,0.012533841216236782,0.024079788482056087,0.024079788482056087
ID_EZ948R,0.11570645554277727,0.11570645554277727,0.17854585475365664,0.17854585475365664,0.20535883267477326,0.20535883267477326,0.11570645554277727,0.11570645554277727
ID_E0HFQZ,0.024079788482056087,0.024079788482056087,0.010853824495690619,0.010853824495690619,0.012526626038881281,0.012526626038881281,0.024079788482056087,0.024079788482056087
ID_KGXIB9,0.29449230443018765,0.29449230443018765,0.21308999295359798,0.21308999295359798,0.12026454343323537,0.12026454343323537,0.29449230443018765,0.29449230443018765
ID_ZXY6XK,0.024079788482056087,0.024079788482056087,0.010846062657812471,0.010846062657812471,0.012526626038881281,0.012526626038881281,0.024079788482056087,0.024079788482056087
ID_TEKWLH,0.024079788482056087,0.024079788482056087,0.010871165980126518,0.010871165980126518,0.012540011094231193,0.012540011094231193,0.024079788482056087,0.024079788482056087
ID_BWUBOA,0.024079788482056087,0.024079788482056087,0.01091619138787401,0.01091619138787401,0.01252045616088687,0.01252045616088687,0.024079788482056087,0.024079788482056087
ID_0KPGAQ,0.024079788482056087,0.024079788482056087,0.010960313296337024,0.010960313296337024,0.012517595078880171,0.012517595078880171,0.024079788482056087,0.024079788482056087
ID_3LJO3C,0.024079788482056087,0.024079788482056087,0.010859434094961252,0.010859434094961252,0.013839577359992899,0.013839577359992899,0.024079788482056087,0.024079788482056087
ID_WRG2RD,0.024079788482056087,0.024079788482056087,0.010850705791596355,0.010850705791596355,0.012540011094231193,0.012540011094231193,0.024079788482056087,0.024079788482056087
ID_4K4IHE,0.024079788482056087,0.024079788482056087,0.010860603285115018,0.010860603285115018,0.012333384833325611,0.012333384833325611,0.024079788482056087,0.024079788482056087
ID_U9Z9PF,0.024079788482056087,0.024079788482056087,0.011675840090453292,0.011675840090453292,0.013046707381163954,0.013046707381163954,0.024079788482056087,0.024079788482056087
ID_HX6A7Q,0.4892663892845627,0.4892663892845627,0.3585514296199672,0.3585514296199672,0.32962541128237643,0.32962541128237643,0.4892663892845627,0.4892663892845627
ID_CB9JIH,0.4648271590704368,0.4648271590704368,0.4291679644501156,0.4291679644501156,0.41856684408708583,0.41856684408708583,0.4648271590704368,0.4648271590704368
ID_HP3OJC,0.4648271590704368,0.4648271590704368,0.404105876696267,0.404105876696267,0.42501774164076406,0.42501774164076406,0.4648271590704368,0.4648271590704368
ID_15CTIR,0.48533623640942447,0.48533623640942447,0.3588125720238051,0.3588125720238051,0.3294433108919729,0.3294433108919729,0.48533623640942447,0.48533623640942447
ID_A7QLXN,0.024079788482056087,0.024079788482056087,0.010839919774071881,0.010839919774071881,0.012346769888675523,0.012346769888675523,0.024079788482056087,0.024079788482056087
ID_97B102,0.05649999448707782,0.05649999448707782,0.05370374432351853,0.05370374432351853,0.06263190011194911,0.06263190011194911,0.05649999448707782,0.05649999448707782
ID_2JV0A5,0.6443570107148413,0.6443570107148413,0.6020796870344406,0.6020796870344406,0.6328500852705026,0.6328500852705026,0.6443570107148413,0.6443570107148413
ID_4BHS4D,0.06393582887070454,0.06393582887070454,0.0703319029206402,0.0703319029206402,0.06654429502208808,0.06654429502208808,0.06393582887070454,0.06393582887070454
ID_475FQ7,0.024079788482056087,0.024079788482056087,0.010859344993984263,0.010859344993984263,0.012540011094231193,0.012540011094231193,0.024079788482056087,0.024079788482056087
ID_OOU6SR,0.024079788482056087,0.024079788482056087,0.010859344993984263,0.010859344993984263,0.012540011094231193,0.012540011094231193,0.024079788482056087,0.024079788482056087
ID_K9F2L9,0.024079788482056087,0.024079788482056087,0.010845272877165791,0.010845272877165791,0.012540011094231193,0.012540011094231193,0.024079788482056087,0.024079788482056087
ID_HVXRWN,0.06393582887070454,0.06393582887070454,0.0703319029206402,0.0703319029206402,0.06654429502208808,0.06654429502208808,0.06393582887070454,0.06393582887070454
ID_OD84X2,0.4648271590704368,0.4648271590704368,0.404105876696267,0.404105876696267,0.42501774164076406,0.42501774164076406,0.4648271590704368,0.4648271590704368
ID_S015G9,0.024079788482056087,0.024079788482056087,0.010860603285115018,0.010860603285115018,0.012526626038881281,0.012526626038881281,0.024079788482056087,0.024079788482056087
ID_SV5TAT,0.3431087923232923,0.3431087923232923,0.279246691300077,0.279246691300077,0.21196055800217878,0.21196055800217878,0.3431087923232923,0.3431087923232923
ID_CDCTHP,0.024079788482056087,0.024079788482056087,0.010850705791596355,0.010850705791596355,0.012540011094231193,0.012540011094231193,0.024079788482056087,0.024079788482056087
ID_AROTJX,0.024079788482056087,0.024079788482056087,0.010887056365690454,0.010887056365690454,0.012526626038881281,0.012526626038881281,0.024079788482056087,0.024079788482056087
ID_EHAJ1K,0.6590646354679837,0.6590646354679837,0.6619979023036302,0.6619979023036302,0.6473772266098036,0.6473772266098036,0.6590646354679837,0.6590646354679837
ID_IEX25G,0.024079788482056087,0.024079788482056087,0.010859434094961252,0.010859434094961252,0.013839577359992899,0.013839577359992899,0.024079788482056087,0.024079788482056087
ID_W88WIY,0.024079788482056087,0.024079788482056087,0.010970989554719965,0.010970989554719965,0.012530980134230083,0.012530980134230083,0.024079788482056087,0.024079788482056087
ID_J6RJJ3,0.4648271590704368,0.4648271590704368,0.404105876696267,0.404105876696267,0.4251200709154247,0.4251200709154247,0.4648271590704368,0.4648271590704368
ID_HXXXEO,0.024079788482056087,0.024079788482056087,0.010859344993984263,0.010859344993984263,0.012540011094231193,0.012540011094231193,0.024079788482056087,0.024079788482056087
ID_X4RW56,0.08037031624539606,0.08037031624539606,0.07331081453687918,0.07331081453687918,0.08344477826215188,0.08344477826215188,0.08037031624539606,0.08037031624539606
ID_R34IVE,0.5388154883624873,0.5388154883624873,0.4747737142353722,0.4747737142353722,0.5235982524198812,0.5235982524198812,0.5388154883624873,0.5388154883624873
ID_42HTPO,0.024089378584219022,0.024089378584219022,0.012184899084284237,0.012184899084284237,0.01329576803911369,0.01329576803911369,0.024089378584219022,0.024089378584219022
ID_S29RDB,0.024079788482056087,0.024079788482056087,0.010846062657812471,0.010846062657812471,0.012526626038881281,0.012526626038881281,0.024079788482056087,0.024079788482056087
ID_D92BW9,0.024079788482056087,0.024079788482056087,0.010859344993984263,0.010859344993984263,0.012540011094231193,0.012540011094231193,0.024079788482056087,0.024079788482056087
ID_LM303R,0.024079788482056087,0.024079788482056087,0.011675840090453292,0.011675840090453292,0.013046707381163954,0.013046707381163954,0.024079788482056087,0.024079788482056087
ID_9D1349,0.06302205263417449,0.06302205263417449,0.057594382484109335,0.057594382484109335,0.061286564228215934,0.061286564228215934,0.06302205263417449,0.06302205263417449
ID_YXYTNR,0.08111279082507994,0.08111279082507994,0.07628407609198876,0.07628407609198876,0.08159785917590787,0.08159785917590787,0.08111279082507994,0.08111279082507994
ID_LGBT94,0.4648271590704368,0.4648271590704368,0.404105876696267,0.404105876696267,0.4251200709154247,0.4251200709154247,0.4648271590704368,0.4648271590704368
ID_F5D4F1,0.024079788482056087,0.024079788482056087,0.010860603285115018,0.010860603285115018,0.012526626038881281,0.012526626038881281,0.024079788482056087,0.024079788482056087
ID_LCRAB6,0.06302205263417449,0.06302205263417449,0.05422530888386062,0.05422530888386062,0.053955818558151326,0.053955818558151326,0.06302205263417449,0.06302205263417449
ID_2S8CNZ,0.024079788482056087,0.024079788482056087,0.010914049000626138,0.010914049000626138,0.012519531345131165,0.012519531345131165,0.024079788482056087,0.024079788482056087
ID_1SGSZE,0.024079788482056087,0.024079788482056087,0.010861332638171949,0.010861332638171949,0.012526626038881281,0.012526626038881281,0.024079788482056087,0.024079788482056087
ID_KKBQQS,0.5650891830956686,0.5650891830956686,0.38757099542136225,0.38757099542136225,0.2975667495887113,0.2975667495887113,0.5650891830956686,0.5650891830956686
ID_XMDQ0Y,0.03256695889548218,0.03256695889548218,0.025807413613327963,0.025807413613327963,0.021195508158678267,0.021195508158678267,0.03256695889548218,0.03256695889548218
ID_J1LSS5,0.03252842325001012,0.03252842325001012,0.02579709348810204,0.02579709348810204,0.021166049571715247,0.021166049571715247,0.03252842325001012,0.03252842325001012
ID_UKASHO,0.03594123095507437,0.03594123095507437,0.031059158330236127,0.031059158330236127,0.0222178983569149,0.0222178983569149,0.03594123095507437,0.03594123095507437
ID_3RTT5L,0.6236538043073248,0.6236538043073248,0.6224499353803419,0.6224499353803419,0.6482201988896228,0.6482201988896228,0.6236538043073248,0.6236538043073248
ID_HWGAEQ,0.03568380234040579,0.03568380234040579,0.03159612415841628,0.03159612415841628,0.021952673627881163,0.021952673627881163,0.03568380234040579,0.03568380234040579
ID_U0LN1Z,0.62546908788769,0.62546908788769,0.6622379186529592,0.6622379186529592,0.674429888668807,0.674429888668807,0.62546908788769,0.62546908788769
ID_XCBXS7,0.6212155876346627,0.6212155876346627,0.6116949729600811,0.6116949729600811,0.645222019246791,0.645222019246791,0.6212155876346627,0.6212155876346627
ID_YFDC0M,0.03256833428485788,0.03256833428485788,0.02683916541621402,0.02683916541621402,0.021994125438523315,0.021994125438523315,0.03256833428485788,0.03256833428485788
ID_RCNWC6,0.6428690792611045,0.6428690792611045,0.6595874093669082,0.6595874093669082,0.659579645492064,0.659579645492064,0.6428690792611045,0.6428690792611045
ID_671WLE,0.6408944925001575,0.6408944925001575,0.6216546123618097,0.6216546123618097,0.6312918744201037,0.6312918744201037,0.6408944925001575,0.6408944925001575
ID_JXJ5V1,0.03606141511027218,0.03606141511027218,0.030297906924566756,0.030297906924566756,0.021615403094478125,0.021615403094478125,0.03606141511027218,0.03606141511027218
ID_QMT9FM,0.6376788396214277,0.6376788396214277,0.6493384407929886,0.6493384407929886,0.6545690323291183,0.6545690323291183,0.6376788396214277,0.6376788396214277
ID_VUL81Z,0.027105786473233674,0.027105786473233674,0.016525453751546685,0.016525453751546685,0.018505410543632375,0.018505410543632375,0.027105786473233674,0.027105786473233674
ID_MRZSZ3,0.032565785177045614,0.032565785177045614,0.026270034462191914,0.026270034462191914,0.021409933185215595,0.021409933185215595,0.032565785177045614,0.032565785177045614
ID_8HVUID,0.033328873773386454,0.033328873773386454,0.0304886533388462,0.0304886533388462,0.024337448844153273,0.024337448844153273,0.033328873773386454,0.033328873773386454
ID_3410TA,0.035693999638403515,0.035693999638403515,0.030877156027461692,0.030877156027461692,0.021130473113387237,0.021130473113387237,0.035693999638403515,0.035693999638403515
ID_ETZB50,0.03569523681872096,0.03569523681872096,0.02514476339662358,0.02514476339662358,0.02093510486612757,0.02093510486612757,0.03569523681872096,0.03569523681872096
ID_C19QG9,0.03568380234040579,0.03568380234040579,0.03159612415841628,0.03159612415841628,0.021952673627881163,0.021952673627881163,0.03568380234040579,0.03568380234040579
ID_L44KDR,0.03569523681872096,0.03569523681872096,0.026564538965850187,0.026564538965850187,0.02093510486612757,0.02093510486612757,0.03569523681872096,0.03569523681872096
ID_4DI6LA,0.03577689449955308,0.03577689449955308,0.026530849569570185,0.026530849569570185,0.02126932305502232,0.02126932305502232,0.03577689449955308,0.03577689449955308
ID_MLY1IW,0.03252842325001012,0.03252842325001012,0.0261997646812138,0.0261997646812138,0.021357618572098162,0.021357618572098162,0.03252842325001012,0.03252842325001012
ID_93HGEN,0.6613365673026222,0.6613365673026222,0.6771477109930231,0.6771477109930231,0.6635615951072242,0.6635615951072242,0.6613365673026222,0.6613365673026222
ID_LIHISF,0.035769960065419056,0.035769960065419056,0.030461603872151154,0.030461603872151154,0.020557367060184784,0.020557367060184784,0.035769960065419056,0.035769960065419056
ID_WE6D86,0.03577689449955308,0.03577689449955308,0.02511143405110345,0.02511143405110345,0.02126932305502232,0.02126932305502232,0.03577689449955308,0.03577689449955308
ID_GPFY9L,0.03252724953157356,0.03252724953157356,0.02643411646186164,0.02643411646186164,0.021372590507812546,0.021372590507812546,0.03252724953157356,0.03252724953157356
ID_RODTO0,0.03252842325001012,0.03252842325001012,0.02579709348810204,0.02579709348810204,0.021166049571715247,0.021166049571715247,0.03252842325001012,0.03252842325001012
ID_RX87BE,0.03568380234040579,0.03568380234040579,0.03159612415841628,0.03159612415841628,0.021952673627881163,0.021952673627881163,0.03568380234040579,0.03568380234040579
ID_38DTWE,0.0355325790609487,0.0355325790609487,0.030967933151728227,0.030967933151728227,0.02066407151036319,0.02066407151036319,0.0355325790609487,0.0355325790609487
ID_OZURHC,0.03428737028432398,0.03428737028432398,0.04140675608657826,0.04140675608657826,0.03162315809765997,0.03162315809765997,0.03428737028432398,0.03428737028432398
ID_C837CJ,0.03606280564755937,0.03606280564755937,0.026425247397018164,0.026425247397018164,0.021321857552160286,0.021321857552160286,0.03606280564755937,0.03606280564755937
ID_P91IX6,0.03568380234040579,0.03568380234040579,0.03159612415841628,0.03159612415841628,0.021952673627881163,0.021952673627881163,0.03568380234040579,0.03568380234040579
ID_8NF6B2,0.03252842325001012,0.03252842325001012,0.024378208421927134,0.024378208421927134,0.021166049571715247,0.021166049571715247,0.03252842325001012,0.03252842325001012
ID_4TNPPX,0.029456310338982307,0.029456310338982307,0.02023625186314329,0.02023625186314329,0.018606191423017015,0.018606191423017015,0.029456310338982307,0.029456310338982307
ID_B3KWIH,0.03569523681872096,0.03569523681872096,0.026564538965850187,0.026564538965850187,0.02093510486612757,0.02093510486612757,0.03569523681872096,0.03569523681872096
ID_SG931P,0.032804175779031386,0.032804175779031386,0.02586853610048833,0.02586853610048833,0.021090852513425653,0.021090852513425653,0.032804175779031386,0.032804175779031386
ID_BEPICH,0.03330614330501084,0.03330614330501084,0.0275553584063295,0.0275553584063295,0.021392682221764395,0.021392682221764395,0.03330614330501084,0.03330614330501084
ID_08XJFG,0.032804175779031386,0.032804175779031386,0.02586853610048833,0.02586853610048833,0.021090852513425653,0.021090852513425653,0.032804175779031386,0.032804175779031386
ID_D3YDST,0.032543283903224876,0.032543283903224876,0.028053464349793188,0.028053464349793188,0.025655738352945393,0.025655738352945393,0.032543283903224876,0.032543283903224876
ID_I6YHZD,0.03280285616552347,0.03280285616552347,0.026041174950383834,0.026041174950383834,0.021105824449140033,0.021105824449140033,0.03280285616552347,0.03280285616552347
ID_85J874,0.03284271142450345,0.03284271142450345,0.026119857619464885,0.026119857619464885,0.021082909949875286,0.021082909949875286,0.03284271142450345,0.03284271142450345
ID_VQEIBY,0.032804175779031386,0.032804175779031386,0.02586853610048833,0.02586853610048833,0.021090852513425653,0.021090852513425653,0.032804175779031386,0.032804175779031386
ID_0JQSZK,0.02488000104557476,0.02488000104557476,0.015140402378578883,0.015140402378578883,0.015219179926974883,0.015219179926974883,0.02488000104557476,0.02488000104557476
ID_JIDZNT,0.03577689449955308,0.03577689449955308,0.030740552218916188,0.030740552218916188,0.021481730606536742,0.021481730606536742,0.03577689449955308,0.03577689449955308
ID_15PDE4,0.032199811080553996,0.032199811080553996,0.03509898263876968,0.03509898263876968,0.022205829898530025,0.022205829898530025,0.032199811080553996,0.032199811080553996
ID_PKN25B,0.024109603628150303,0.024109603628150303,0.011330751424742203,0.011330751424742203,0.012326306652571086,0.012326306652571086,0.024109603628150303,0.024109603628150303
ID_D5RQPV,0.02416634410543286,0.02416634410543286,0.020680095072671052,0.020680095072671052,0.01881001838942776,0.01881001838942776,0.02416634410543286,0.02416634410543286
ID_0QRDVL,0.024126604961456837,0.024126604961456837,0.015058417683594122,0.015058417683594122,0.014533155658504148,0.014533155658504148,0.024126604961456837,0.024126604961456837
ID_LCBLI1,0.024079788482056087,0.024079788482056087,0.011633616100728161,0.011633616100728161,0.012326306652571086,0.012326306652571086,0.024079788482056087,0.024079788482056087
ID_RC9RKR,0.024102500929511977,0.024102500929511977,0.016132473157174216,0.016132473157174216,0.01520891319322694,0.01520891319322694,0.024102500929511977,0.024102500929511977
ID_HFEO8Z,0.02410422640971982,0.02410422640971982,0.020345955022842838,0.020345955022842838,0.017994035289464246,0.017994035289464246,0.02410422640971982,0.02410422640971982
ID_EFQEXF,0.024102500929511977,0.024102500929511977,0.015132113929051222,0.015132113929051222,0.015356750478379736,0.015356750478379736,0.024102500929511977,0.024102500929511977
ID_9UK4KJ,0.024109603628150303,0.024109603628150303,0.011161545607344652,0.011161545607344652,0.01242235301188294,0.01242235301188294,0.024109603628150303,0.024109603628150303
ID_VEMXQ2,0.024079788482056087,0.024079788482056087,0.011159317559282898,0.011159317559282898,0.012637511619258085,0.012637511619258085,0.024079788482056087,0.024079788482056087
ID_VGN8QR,0.024079788482056087,0.024079788482056087,0.011161545607344652,0.011161545607344652,0.012330016908466504,0.012330016908466504,0.024079788482056087,0.024079788482056087
ID_04QBJK,0.024079788482056087,0.024079788482056087,0.014847004699367335,0.014847004699367335,0.013442951652173279,0.013442951652173279,0.024079788482056087,0.024079788482056087
ID_M6902J,0.024156754003269925,0.024156754003269925,0.018446783505352057,0.018446783505352057,0.017866965335513955,0.017866965335513955,0.024156754003269925,0.024156754003269925
ID_5662X6,0.024089378584219022,0.024089378584219022,0.016433645875738295,0.016433645875738295,0.014622064949922391,0.014622064949922391,0.024089378584219022,0.024089378584219022
ID_EMVPFU,0.024109603628150303,0.024109603628150303,0.011330751424742203,0.011330751424742203,0.012326306652571086,0.012326306652571086,0.024109603628150303,0.024109603628150303
ID_7KALEL,0.18896630917008045,0.18896630917008045,0.18718119946647566,0.18718119946647566,0.2690291696997516,0.2690291696997516,0.18896630917008045,0.18896630917008045
ID_8APH0Q,0.02410422640971982,0.02410422640971982,0.011226829712325671,0.011226829712325671,0.012326306652571086,0.012326306652571086,0.02410422640971982,0.02410422640971982
ID_KR985R,0.024109603628150303,0.024109603628150303,0.010914973578788477,0.010914973578788477,0.012330016908466504,0.012330016908466504,0.024109603628150303,0.024109603628150303
ID_87YV3I,0.024109603628150303,0.024109603628150303,0.010938414741470146,0.010938414741470146,0.012330016908466504,0.012330016908466504,0.024109603628150303,0.024109603628150303
ID_TR8ASA,0.02410422640971982,0.02410422640971982,0.020345955022842838,0.020345955022842838,0.017994035289464246,0.017994035289464246,0.02410422640971982,0.02410422640971982
ID_MCNRLY,0.024109603628150303,0.024109603628150303,0.011430411776579504,0.011430411776579504,0.012324895231152445,0.012324895231152445,0.024109603628150303,0.024109603628150303
ID_U2C1OY,0.024079788482056087,0.024079788482056087,0.011159317559282898,0.011159317559282898,0.012637511619258085,0.012637511619258085,0.024079788482056087,0.024079788482056087
ID_02VC5B,0.024079788482056087,0.024079788482056087,0.018074854821463385,0.018074854821463385,0.014675802450655891,0.014675802450655891,0.024079788482056087,0.024079788482056087
ID_IMR2O6,0.024109603628150303,0.024109603628150303,0.011330751424742203,0.011330751424742203,0.012326306652571086,0.012326306652571086,0.024109603628150303,0.024109603628150303
ID_11U5X3,0.024126604961456837,0.024126604961456837,0.015058417683594122,0.015058417683594122,0.014533155658504148,0.014533155658504148,0.024126604961456837,0.024126604961456837
ID_BWQ4QE,0.024109603628150303,0.024109603628150303,0.011330751424742203,0.011330751424742203,0.012326306652571086,0.012326306652571086,0.024109603628150303,0.024109603628150303
ID_LMJQO0,0.024126604961456837,0.024126604961456837,0.015058417683594122,0.015058417683594122,0.014533155658504148,0.014533155658504148,0.024126604961456837,0.024126604961456837
ID_J8X1JQ,0.024109603628150303,0.024109603628150303,0.010938414741470146,0.010938414741470146,0.012330016908466504,0.012330016908466504,0.024109603628150303,0.024109603628150303
ID_IVOGMZ,0.02950651397891712,0.02950651397891712,0.017882914406841196,0.017882914406841196,0.031515223251121535,0.031515223251121535,0.02950651397891712,0.02950651397891712
ID_Z9OCJD,0.024109603628150303,0.024109603628150303,0.010938414741470146,0.010938414741470146,0.012330016908466504,0.012330016908466504,0.024109603628150303,0.024109603628150303
ID_W22JQT,0.024079788482056087,0.024079788482056087,0.011159317559282898,0.011159317559282898,0.012637511619258085,0.012637511619258085,0.024079788482056087,0.024079788482056087
ID_JG6KVB,0.024109603628150303,0.024109603628150303,0.011330751424742203,0.011330751424742203,0.012326306652571086,0.012326306652571086,0.024109603628150303,0.024109603628150303
ID_IRIQ9N,0.031195684168875717,0.031195684168875717,0.01742954058883089,0.01742954058883089,0.028858285911501146,0.028858285911501146,0.031195684168875717,0.031195684168875717
ID_O059B0,0.024079788482056087,0.024079788482056087,0.018074854821463385,0.018074854821463385,0.014675802450655891,0.014675802450655891,0.024079788482056087,0.024079788482056087
ID_CTIZD5,0.024079788482056087,0.024079788482056087,0.01800525340206379,0.01800525340206379,0.01433902681889577,0.01433902681889577,0.024079788482056087,0.024079788482056087
ID_ZIXA8E,0.024109603628150303,0.024109603628150303,0.011330751424742203,0.011330751424742203,0.012326306652571086,0.012326306652571086,0.024109603628150303,0.024109603628150303
ID_NB1NLU,0.024122910517416156,0.024122910517416156,0.02223174828738754,0.02223174828738754,0.016865466835195516,0.016865466835195516,0.024122910517416156,0.024122910517416156
ID_U6ULCZ,0.024109603628150303,0.024109603628150303,0.011330751424742203,0.011330751424742203,0.012326306652571086,0.012326306652571086,0.024109603628150303,0.024109603628150303
ID_QSX3RO,0.03130213491765631,0.03130213491765631,0.0211160958975958,0.0211160958975958,0.03194398674882648,0.03194398674882648,0.03130213491765631,0.03130213491765631
ID_1UA6WQ,0.024551618099778533,0.024551618099778533,0.02673438209253334,0.02673438209253334,0.039536374642728044,0.039536374642728044,0.024551618099778533,0.024551618099778533
ID_XPSO6B,0.024079788482056087,0.024079788482056087,0.011159317559282898,0.011159317559282898,0.012637511619258085,0.012637511619258085,0.024079788482056087,0.024079788482056087
ID_2ZQ7PC,0.024156420107551053,0.024156420107551053,0.014702005342766859,0.014702005342766859,0.016368816242717767,0.016368816242717767,0.024156420107551053,0.024156420107551053
ID_WDF4T1,0.024109603628150303,0.024109603628150303,0.011330751424742203,0.011330751424742203,0.012326306652571086,0.012326306652571086,0.024109603628150303,0.024109603628150303
